%$Well : Cockburn1 : 04/04/2013 13:01:25
%DEPTH      PERM_F1    PHI        
%M          mD         Dec        
1484.3760  9.3629     0.1573     
1484.5284  9.3527     0.1573     
1484.6808  9.2809     0.1572     
1484.8332  9.2510     0.1571     
1484.9856  9.2460     0.1571     
1485.1380  9.1629     0.1570     
1485.2904  9.1022     0.1569     
1485.4428  9.1850     0.1570     
1485.5952  9.3790     0.1574     
1485.7476  9.8437     0.1581     
1485.9000  10.4881    0.1591     
1486.0524  11.3207    0.1604     
1486.2048  12.0700    0.1614     
1486.3572  12.5593    0.1621     
1486.5096  12.7202    0.1623     
1486.6620  12.5853    0.1621     
1486.8144  12.4467    0.1619     
1486.9668  12.3371    0.1618     
1487.1192  12.4201    0.1619     
1487.2716  12.5097    0.1620     
1487.4240  12.5306    0.1620     
1487.5764  12.5919    0.1621     
1487.7288  12.6630    0.1622     
1487.8812  12.7075    0.1622     
1488.0336  12.6081    0.1621     
1488.1860  12.4318    0.1619     
1488.3384  12.1676    0.1615     
1488.4908  11.9076    0.1612     
1488.6432  11.6627    0.1609     
1488.7956  11.5222    0.1607     
1488.9480  11.4552    0.1606     
1489.1004  11.2787    0.1603     
1489.2528  11.1095    0.1601     
1489.4052  10.9706    0.1599     
1489.5576  10.9872    0.1599     
1489.7100  11.5871    0.1607     
1489.8624  12.3375    0.1618     
1490.0148  13.0242    0.1626     
1490.1672  13.7939    0.1636     
1490.3196  13.9279    0.1637     
1490.4720  14.0277    0.1639     
1490.6244  14.0701    0.1639     
1490.7768  14.0484    0.1639     
1490.9292  14.0387    0.1639     
1491.0816  14.0363    0.1639     
1491.2340  13.9928    0.1638     
1491.3864  13.9367    0.1638     
1491.5388  13.9241    0.1637     
1491.6912  13.8856    0.1637     
1491.8436  13.8291    0.1636     
1491.9960  13.7770    0.1636     
1492.1484  13.7071    0.1635     
1492.3008  13.6026    0.1634     
1492.4532  13.4635    0.1632     
1492.6056  13.2800    0.1630     
1492.7580  13.0915    0.1627     
1492.9104  12.9099    0.1625     
1493.0628  12.7530    0.1623     
1493.2152  12.6353    0.1622     
1493.3676  12.5954    0.1621     
1493.5200  12.5848    0.1621     
1493.6724  12.5699    0.1621     
1493.8248  12.5308    0.1620     
1493.9772  12.4639    0.1619     
1494.1296  12.4062    0.1619     
1494.2820  12.3514    0.1618     
1494.4344  12.3073    0.1617     
1494.5868  12.2918    0.1617     
1494.7392  12.3183    0.1617     
1494.8916  12.3555    0.1618     
1495.0440  12.4014    0.1618     
1495.1964  12.4368    0.1619     
1495.3488  12.4586    0.1619     
1495.5012  12.4702    0.1619     
1495.6536  12.4786    0.1619     
1495.8060  12.4732    0.1619     
1495.9584  12.4901    0.1620     
1496.1108  12.5176    0.1620     
1496.2632  12.5209    0.1620     
1496.4156  12.4996    0.1620     
1496.5680  12.4443    0.1619     
1496.7204  12.3526    0.1618     
1496.8728  12.2497    0.1616     
1497.0252  12.1620    0.1615     
1497.1776  12.1026    0.1615     
1497.3300  12.0776    0.1614     
1497.4824  12.0895    0.1614     
1497.6348  12.1279    0.1615     
1497.7872  12.1931    0.1616     
1497.9396  12.2640    0.1617     
1498.0920  12.3131    0.1617     
1498.2444  12.3287    0.1618     
1498.3968  12.3042    0.1617     
1498.5492  12.2461    0.1616     
1498.7016  12.1806    0.1616     
1498.8540  12.1218    0.1615     
1499.0064  12.1022    0.1614     
1499.1588  12.1103    0.1615     
1499.3112  12.1268    0.1615     
1499.4636  12.1664    0.1615     
1499.6160  12.2193    0.1616     
1499.7684  12.3161    0.1617     
1499.9208  12.4071    0.1619     
1500.0732  12.4933    0.1620     
1500.2256  12.5748    0.1621     
1500.3780  12.5947    0.1621     
1500.5304  12.5547    0.1620     
1500.6828  12.4893    0.1620     
1500.8352  12.3382    0.1618     
1500.9876  12.1067    0.1615     
1501.1400  11.8479    0.1611     
1501.2924  11.6124    0.1608     
1501.4448  11.4049    0.1605     
1501.5972  11.4445    0.1605     
1501.7496  11.7475    0.1610     
1501.9020  12.2012    0.1616     
1502.0544  12.6609    0.1622     
1502.2068  12.9081    0.1625     
1502.3592  12.9748    0.1626     
1502.5116  13.1211    0.1628     
1502.6640  13.4120    0.1631     
1502.8164  14.0408    0.1639     
1502.9688  15.0122    0.1650     
1503.1212  15.3845    0.1654     
1503.2736  15.3283    0.1653     
1503.4260  15.1099    0.1651     
1503.5784  15.1201    0.1651     
1503.7308  15.3477    0.1653     
1503.8832  15.7389    0.1658     
1504.0356  16.2557    0.1663     
1504.1880  16.9227    0.1670     
1504.3404  17.2593    0.1673     
1504.4928  17.4328    0.1675     
1504.6452  17.3041    0.1674     
1504.7976  17.1601    0.1672     
1504.9500  17.0508    0.1671     
1505.1024  17.1049    0.1672     
1505.2548  17.2034    0.1673     
1505.4072  17.5955    0.1676     
1505.5596  17.7562    0.1678     
1505.7120  17.9955    0.1680     
1505.8644  17.4368    0.1675     
1506.0168  16.4928    0.1665     
1506.1692  15.4637    0.1655     
1506.3216  14.4138    0.1643     
1506.4740  13.7896    0.1636     
1506.6264  13.4919    0.1632     
1506.7788  12.6459    0.1622     
1506.9312  11.7986    0.1610     
1507.0836  10.9209    0.1598     
1507.2360  10.4571    0.1591     
1507.3884  10.4217    0.1590     
1507.5408  10.3390    0.1589     
1507.6932  9.9955     0.1584     
1507.8456  9.6084     0.1577     
1507.9980  9.2888     0.1572     
1508.1504  8.9884     0.1567     
1508.3028  8.6842     0.1562     
1508.4552  8.4634     0.1557     
1508.6076  8.3109     0.1555     
1508.7600  8.2420     0.1553     
1508.9124  8.2378     0.1553     
1509.0648  8.2870     0.1554     
1509.2172  8.2799     0.1554     
1509.3696  8.2441     0.1553     
1509.5220  8.1847     0.1552     
1509.6744  8.1016     0.1551     
1509.8268  8.0526     0.1550     
1509.9792  8.1324     0.1551     
1510.1316  8.2635     0.1554     
1510.2840  8.4582     0.1557     
1510.4364  8.7260     0.1562     
1510.5888  9.0492     0.1568     
1510.7412  9.3148     0.1573     
1510.8936  9.6236     0.1578     
1511.0460  9.8231     0.1581     
1511.1984  9.8529     0.1581     
1511.3508  9.8292     0.1581     
1511.5032  9.8388     0.1581     
1511.6556  9.7482     0.1580     
1511.8080  9.6582     0.1578     
1511.9604  9.4873     0.1575     
1512.1128  9.2355     0.1571     
1512.2652  8.9441     0.1566     
1512.4176  8.6371     0.1561     
1512.5700  8.3140     0.1555     
1512.7224  8.0139     0.1549     
1512.8748  7.7500     0.1544     
1513.0272  7.4904     0.1538     
1513.1796  7.2527     0.1533     
1513.3320  7.0835     0.1530     
1513.4844  6.9455     0.1527     
1513.6368  6.8882     0.1526     
1513.7892  6.9220     0.1526     
1513.9416  7.1095     0.1530     
1514.0940  7.3388     0.1535     
1514.2464  7.5408     0.1539     
1514.3988  7.5970     0.1541     
1514.5512  7.3861     0.1536     
1514.7036  7.1118     0.1530     
1514.8560  6.7911     0.1523     
1515.0084  6.4584     0.1516     
1515.1608  6.1657     0.1509     
1515.3132  5.9339     0.1503     
1515.4656  5.6692     0.1496     
1515.6180  5.3815     0.1488     
1515.7704  4.9945     0.1477     
1515.9228  4.5891     0.1464     
1516.0752  4.1728     0.1450     
1516.2276  3.8565     0.1439     
1516.3800  3.6847     0.1432     
1516.5324  3.6388     0.1430     
1516.6848  3.6952     0.1433     
1516.8372  3.7648     0.1435     
1516.9896  3.8341     0.1438     
1517.1420  3.8368     0.1438     
1517.2944  3.8369     0.1438     
1517.4468  3.8610     0.1439     
1517.5992  3.8755     0.1439     
1517.7516  3.8927     0.1440     
1517.9040  3.9176     0.1441     
1518.0564  3.9988     0.1444     
1518.2088  4.1039     0.1448     
1518.3612  4.2270     0.1452     
1518.5136  4.3430     0.1456     
1518.6660  4.4491     0.1460     
1518.8184  4.5144     0.1462     
1518.9708  4.5561     0.1463     
1519.1232  4.6527     0.1466     
1519.2756  4.7539     0.1470     
1519.4280  4.8368     0.1472     
1519.5804  4.8504     0.1473     
1519.7328  4.6042     0.1465     
1519.8852  4.3266     0.1456     
1520.0376  4.1096     0.1448     
1520.1900  3.8857     0.1440     
1520.3424  3.8719     0.1439     
1520.4948  3.8668     0.1439     
1520.6472  3.8838     0.1440     
1520.7996  3.9319     0.1442     
1520.9520  3.9907     0.1444     
1521.1044  4.0608     0.1446     
1521.2568  4.1453     0.1449     
1521.4092  4.2322     0.1452     
1521.5616  4.3016     0.1455     
1521.7140  4.3727     0.1457     
1521.8664  4.4404     0.1459     
1522.0188  4.4943     0.1461     
1522.1712  4.5466     0.1463     
1522.3236  4.6109     0.1465     
1522.4760  4.6951     0.1468     
1522.6284  4.8085     0.1471     
1522.7808  4.9327     0.1475     
1522.9332  5.0556     0.1479     
1523.0856  5.1649     0.1482     
1523.2380  5.2525     0.1484     
1523.3904  5.3166     0.1486     
1523.5428  5.3740     0.1488     
1523.6952  5.4214     0.1489     
1523.8476  5.4758     0.1491     
1524.0000  5.5288     0.1492     
1524.1524  5.5678     0.1493     
1524.3048  5.6122     0.1494     
1524.4572  5.6568     0.1496     
1524.6096  5.6875     0.1496     
1524.7620  5.7014     0.1497     
1524.9144  5.7196     0.1497     
1525.0668  5.7424     0.1498     
1525.2192  5.7586     0.1498     
1525.3716  5.7710     0.1499     
1525.5240  5.7915     0.1499     
1525.6764  5.8504     0.1501     
1525.8288  5.9473     0.1503     
1525.9812  6.0645     0.1506     
1526.1336  6.1829     0.1509     
1526.2860  6.2859     0.1512     
1526.4384  6.3706     0.1514     
1526.5908  6.4520     0.1515     
1526.7432  6.5399     0.1518     
1526.8956  6.6504     0.1520     
1527.0480  6.7715     0.1523     
1527.2004  6.8916     0.1526     
1527.3528  6.9946     0.1528     
1527.5052  7.0838     0.1530     
1527.6576  7.1532     0.1531     
1527.8100  7.2201     0.1533     
1527.9624  7.2794     0.1534     
1528.1148  7.3446     0.1535     
1528.2672  7.4349     0.1537     
1528.4196  7.5595     0.1540     
1528.5720  7.7128     0.1543     
1528.7244  7.8710     0.1546     
1528.8768  8.0156     0.1549     
1529.0292  8.1080     0.1551     
1529.1816  8.1666     0.1552     
1529.3340  8.1765     0.1552     
1529.4864  8.1593     0.1552     
1529.6388  8.0930     0.1550     
1529.7912  7.9839     0.1548     
1529.9436  7.8713     0.1546     
1530.0960  7.7967     0.1545     
1530.2484  7.7382     0.1543     
1530.4008  7.7020     0.1543     
1530.5532  7.7213     0.1543     
1530.7056  7.7964     0.1545     
1530.8580  7.9466     0.1548     
1531.0104  8.1711     0.1552     
1531.1628  8.3821     0.1556     
1531.3152  8.5608     0.1559     
1531.4676  8.7195     0.1562     
1531.6200  8.6455     0.1561     
1531.7724  8.3273     0.1555     
1531.9248  7.9229     0.1547     
1532.0772  7.5799     0.1540     
1532.2296  7.4011     0.1537     
1532.3820  7.3249     0.1535     
1532.5344  7.2103     0.1533     
1532.6868  6.9971     0.1528     
1532.8392  6.6262     0.1520     
1532.9916  6.1630     0.1509     
1533.1440  5.9938     0.1504     
1533.2964  5.9398     0.1503     
1533.4488  5.9434     0.1503     
1533.6012  5.8544     0.1501     
1533.7536  5.6437     0.1495     
1533.9060  5.4012     0.1489     
1534.0584  5.1744     0.1482     
1534.2108  4.9381     0.1475     
1534.3632  4.8503     0.1473     
1534.5156  4.8285     0.1472     
1534.6680  4.8361     0.1472     
1534.8204  4.8563     0.1473     
1534.9728  4.8650     0.1473     
1535.1252  4.8215     0.1472     
1535.2776  4.8230     0.1472     
1535.4300  4.7902     0.1471     
1535.5824  4.8372     0.1472     
1535.7348  4.8037     0.1471     
1535.8872  4.7590     0.1470     
1536.0396  4.8109     0.1471     
1536.1920  4.8889     0.1474     
1536.3444  4.9942     0.1477     
1536.4968  5.1082     0.1480     
1536.6492  5.2252     0.1484     
1536.8016  5.3485     0.1487     
1536.9540  5.4903     0.1491     
1537.1064  5.6344     0.1495     
1537.2588  5.7618     0.1498     
1537.4112  5.9105     0.1502     
1537.5636  6.0869     0.1507     
1537.7160  6.2615     0.1511     
1537.8684  6.4403     0.1515     
1538.0208  6.5584     0.1518     
1538.1732  6.6533     0.1520     
1538.3256  6.7615     0.1523     
1538.4780  6.8130     0.1524     
1538.6304  6.8638     0.1525     
1538.7828  6.8685     0.1525     
1538.9352  6.7783     0.1523     
1539.0876  6.6404     0.1520     
1539.2400  6.5544     0.1518     
1539.3924  6.5383     0.1518     
1539.5448  6.6043     0.1519     
1539.6972  6.7392     0.1522     
1539.8496  6.8398     0.1524     
1540.0020  6.8899     0.1526     
1540.1544  6.9423     0.1527     
1540.3068  6.9651     0.1527     
1540.4592  6.9578     0.1527     
1540.6116  6.9274     0.1526     
1540.7640  6.9008     0.1526     
1540.9164  6.8066     0.1524     
1541.0688  6.7209     0.1522     
1541.2212  6.6795     0.1521     
1541.3736  6.6410     0.1520     
1541.5260  6.6157     0.1519     
1541.6784  6.6552     0.1520     
1541.8308  6.6651     0.1520     
1541.9832  6.6985     0.1521     
1542.1356  6.7747     0.1523     
1542.2880  6.9059     0.1526     
1542.4404  7.0584     0.1529     
1542.5928  7.2037     0.1532     
1542.7452  7.3377     0.1535     
1542.8976  7.4542     0.1538     
1543.0500  7.5702     0.1540     
1543.2024  7.7037     0.1543     
1543.3548  7.7994     0.1545     
1543.5072  7.8904     0.1547     
1543.6596  7.9445     0.1548     
1543.8120  7.8758     0.1546     
1543.9644  7.6666     0.1542     
1544.1168  7.4638     0.1538     
1544.2692  7.2965     0.1534     
1544.4216  7.2246     0.1533     
1544.5740  7.3669     0.1536     
1544.7264  7.5437     0.1540     
1544.8788  7.7445     0.1544     
1545.0312  7.9563     0.1548     
1545.1836  8.1925     0.1552     
1545.3360  8.4068     0.1556     
1545.4884  8.5843     0.1560     
1545.6408  8.7342     0.1562     
1545.7932  8.8451     0.1564     
1545.9456  8.9091     0.1566     
1546.0980  8.9359     0.1566     
1546.2504  8.9393     0.1566     
1546.4028  8.8932     0.1565     
1546.5552  8.8261     0.1564     
1546.7076  8.7583     0.1563     
1546.8600  8.6759     0.1561     
1547.0124  8.5820     0.1560     
1547.1648  8.4803     0.1558     
1547.3172  8.3615     0.1556     
1547.4696  8.2175     0.1553     
1547.6220  8.0508     0.1550     
1547.7744  7.8387     0.1546     
1547.9268  7.6111     0.1541     
1548.0792  7.3568     0.1536     
1548.2316  7.1156     0.1531     
1548.3840  6.8906     0.1526     
1548.5364  6.6845     0.1521     
1548.6888  6.5325     0.1517     
1548.8412  6.3806     0.1514     
1548.9936  6.2393     0.1510     
1549.1460  6.1052     0.1507     
1549.2984  5.9768     0.1504     
1549.4508  5.8684     0.1501     
1549.6032  5.7807     0.1499     
1549.7556  5.6732     0.1496     
1549.9080  5.5242     0.1492     
1550.0604  5.3569     0.1487     
1550.2128  5.1828     0.1482     
1550.3652  5.0083     0.1477     
1550.5176  4.8844     0.1474     
1550.6700  4.8412     0.1472     
1550.8224  4.8263     0.1472     
1550.9748  4.8205     0.1472     
1551.1272  4.8346     0.1472     
1551.2796  4.7955     0.1471     
1551.4320  4.8748     0.1473     
1551.5844  5.0600     0.1479     
1551.7368  5.2039     0.1483     
1551.8892  5.2896     0.1485     
1552.0416  5.3031     0.1486     
1552.1940  5.1589     0.1482     
1552.3464  5.0175     0.1478     
1552.4988  4.9080     0.1474     
1552.6512  4.7985     0.1471     
1552.8036  4.8058     0.1471     
1552.9560  4.8870     0.1474     
1553.1084  5.0409     0.1478     
1553.2608  5.2239     0.1484     
1553.4132  5.4361     0.1490     
1553.5656  5.4487     0.1490     
1553.7180  5.4218     0.1489     
1553.8704  5.3624     0.1487     
1554.0228  5.3084     0.1486     
1554.1752  5.2696     0.1485     
1554.3276  5.2151     0.1483     
1554.4800  5.1690     0.1482     
1554.6324  5.1353     0.1481     
1554.7848  5.1011     0.1480     
1554.9372  5.1052     0.1480     
1555.0896  5.0912     0.1480     
1555.2420  5.0842     0.1480     
1555.3944  5.0653     0.1479     
1555.5468  4.9778     0.1476     
1555.6992  4.8343     0.1472     
1555.8516  4.6759     0.1467     
1556.0040  4.5180     0.1462     
1556.1564  4.3864     0.1458     
1556.3088  4.3340     0.1456     
1556.4612  4.3154     0.1455     
1556.6136  4.3063     0.1455     
1556.7660  4.3014     0.1455     
1556.9184  4.2956     0.1455     
1557.0708  4.3019     0.1455     
1557.2232  4.3096     0.1455     
1557.3756  4.3516     0.1456     
1557.5280  4.4051     0.1458     
1557.6804  4.4456     0.1460     
1557.8328  4.4663     0.1460     
1557.9852  4.4854     0.1461     
1558.1376  4.5086     0.1462     
1558.2900  4.5196     0.1462     
1558.4424  4.5111     0.1462     
1558.5948  4.4864     0.1461     
1558.7472  4.4577     0.1460     
1558.8996  4.4451     0.1460     
1559.0520  4.4552     0.1460     
1559.2044  4.4681     0.1460     
1559.3568  4.4965     0.1461     
1559.5092  4.5311     0.1462     
1559.6616  4.5845     0.1464     
1559.8140  4.6470     0.1466     
1559.9664  4.7018     0.1468     
1560.1188  4.7278     0.1469     
1560.2712  4.7479     0.1469     
1560.4236  4.7710     0.1470     
1560.5760  4.7886     0.1471     
1560.7284  4.7866     0.1471     
1560.8808  4.7647     0.1470     
1561.0332  4.7371     0.1469     
