%$Well : Cockburn1 : 04/04/2013 13:01:25
%DEPTH      PERM_F1    PHI        
%M          mD         Dec        
939.6984   1128.2499  0.2542     
939.8508   1117.7886  0.2540     
940.0032   1109.1466  0.2538     
940.1556   1105.0682  0.2537     
940.3080   1103.2642  0.2537     
940.4604   1097.5090  0.2535     
940.6128   1093.5232  0.2534     
940.7652   1092.3345  0.2534     
940.9176   1091.3651  0.2534     
941.0700   1086.7178  0.2533     
941.2224   1082.3480  0.2532     
941.3748   1081.2008  0.2532     
941.5272   1078.2582  0.2531     
941.6796   1071.9878  0.2529     
941.8320   1070.8011  0.2529     
941.9844   1072.0129  0.2529     
942.1368   1074.2910  0.2530     
942.2892   1076.4161  0.2530     
942.4416   1073.6711  0.2530     
942.5940   1065.4637  0.2528     
942.7464   1058.7233  0.2526     
942.8988   1051.5955  0.2525     
943.0512   1041.8539  0.2522     
943.2036   1030.2130  0.2519     
943.3560   1018.3480  0.2516     
943.5084   1007.0418  0.2514     
943.6608   994.8234   0.2511     
943.8132   984.0800   0.2508     
943.9656   974.7667   0.2505     
944.1180   966.9521   0.2503     
944.2704   957.4026   0.2501     
944.4228   943.7291   0.2497     
944.5752   925.0966   0.2492     
944.7276   902.2028   0.2486     
944.8800   882.4661   0.2481     
945.0324   861.9786   0.2475     
945.1848   847.4326   0.2471     
945.3372   833.3494   0.2466     
945.4896   819.4317   0.2462     
945.6420   803.9619   0.2458     
945.7944   786.6600   0.2452     
945.9468   769.8890   0.2447     
946.0992   754.2183   0.2442     
946.2516   739.0490   0.2437     
946.4040   725.2974   0.2432     
946.5564   712.3552   0.2428     
946.7088   701.1705   0.2424     
946.8612   686.2197   0.2419     
947.0136   673.9464   0.2415     
947.1660   665.6504   0.2412     
947.3184   665.6747   0.2412     
947.4708   668.7637   0.2413     
947.6232   670.5419   0.2413     
947.7756   671.7255   0.2414     
947.9280   671.8013   0.2414     
948.0804   670.9307   0.2414     
948.2328   667.5555   0.2412     
948.3852   663.1405   0.2411     
948.5376   658.0652   0.2409     
948.6900   652.5146   0.2407     
948.8424   646.7261   0.2405     
948.9948   640.0229   0.2402     
949.1472   638.1729   0.2402     
949.2996   640.2012   0.2402     
949.4520   643.2195   0.2403     
949.6044   641.8508   0.2403     
949.7568   633.2531   0.2400     
949.9092   625.7934   0.2397     
950.0616   617.3270   0.2394     
950.2140   611.1472   0.2391     
950.3664   607.0615   0.2390     
950.5188   603.4694   0.2388     
950.6712   599.7021   0.2387     
950.8236   593.9612   0.2384     
950.9760   586.4797   0.2381     
951.1284   578.6011   0.2378     
951.2808   571.1024   0.2375     
951.4332   565.3352   0.2373     
951.5856   562.0185   0.2371     
951.7380   560.1301   0.2370     
951.8904   558.9487   0.2370     
952.0428   557.4122   0.2369     
952.1952   553.7686   0.2368     
952.3476   548.6083   0.2365     
952.5000   542.3744   0.2363     
952.6524   534.9722   0.2360     
952.8048   527.8419   0.2356     
952.9572   520.8593   0.2353     
953.1096   514.0280   0.2350     
953.2620   507.7696   0.2347     
953.4144   502.1036   0.2345     
953.5668   492.3717   0.2340     
953.7192   484.1461   0.2336     
953.8716   477.0714   0.2333     
954.0240   462.6436   0.2325     
954.1764   445.1110   0.2317     
954.3288   428.9155   0.2308     
954.4812   412.4108   0.2299     
954.6336   396.6645   0.2290     
954.7860   389.5941   0.2286     
954.9384   387.6418   0.2285     
955.0908   384.0929   0.2283     
955.2432   379.3318   0.2280     
955.3956   374.6419   0.2277     
955.5480   369.8413   0.2274     
955.7004   364.2575   0.2271     
955.8528   359.6091   0.2268     
956.0052   355.6941   0.2265     
956.1576   351.6832   0.2263     
956.3100   347.0041   0.2260     
956.4624   341.9043   0.2256     
956.6148   336.1835   0.2252     
956.7672   330.3480   0.2248     
956.9196   324.4385   0.2244     
957.0720   318.3856   0.2240     
957.2244   312.2082   0.2236     
957.3768   305.9873   0.2231     
957.5292   299.6696   0.2227     
957.6816   293.3760   0.2222     
957.8340   287.3392   0.2217     
957.9864   281.8033   0.2213     
958.1388   276.6566   0.2209     
958.2912   271.9182   0.2205     
958.4436   267.6041   0.2202     
958.5960   263.4094   0.2198     
958.7484   259.3687   0.2195     
958.9008   255.4577   0.2191     
959.0532   251.6189   0.2188     
959.2056   248.0801   0.2185     
959.3580   244.5975   0.2182     
959.5104   241.0999   0.2179     
959.6628   237.9668   0.2176     
959.8152   235.2759   0.2173     
959.9676   232.8966   0.2171     
960.1200   230.9983   0.2169     
960.2724   229.6285   0.2168     
960.4248   228.6303   0.2167     
960.5772   227.9533   0.2167     
960.7296   227.6518   0.2166     
960.8820   227.1099   0.2166     
961.0344   226.1453   0.2165     
961.1868   225.0602   0.2164     
961.3392   223.9280   0.2163     
961.4916   223.3554   0.2162     
961.6440   222.8111   0.2162     
961.7964   221.9264   0.2161     
961.9488   220.2507   0.2159     
962.1012   217.6607   0.2157     
962.2536   214.2773   0.2153     
962.4060   210.1275   0.2149     
962.5584   205.0224   0.2144     
962.7108   199.4454   0.2138     
962.8632   193.4331   0.2131     
963.0156   187.8830   0.2125     
963.1680   182.6883   0.2119     
963.3204   177.8850   0.2113     
963.4728   174.0580   0.2109     
963.6252   170.4041   0.2104     
963.7776   166.8203   0.2100     
963.9300   166.8697   0.2100     
964.0824   167.9201   0.2101     
964.2348   169.5975   0.2103     
964.3872   171.3117   0.2105     
964.5396   172.1231   0.2106     
964.6920   172.4631   0.2107     
964.8444   172.3417   0.2107     
964.9968   172.0291   0.2106     
965.1492   171.7380   0.2106     
965.3016   171.5854   0.2106     
965.4540   168.9960   0.2103     
965.6064   163.6458   0.2096     
965.7588   155.8426   0.2086     
965.9112   146.6172   0.2073     
966.0636   139.3871   0.2062     
966.2160   135.5118   0.2057     
966.3684   133.6897   0.2054     
966.5208   133.8273   0.2054     
966.6732   135.8872   0.2057     
966.8256   139.1234   0.2062     
966.9780   143.9713   0.2069     
967.1304   149.4382   0.2077     
967.2828   150.7768   0.2079     
967.4352   150.5820   0.2078     
967.5876   149.5254   0.2077     
967.7400   147.4014   0.2074     
967.8924   144.8635   0.2070     
968.0448   142.2762   0.2067     
968.1972   140.2301   0.2064     
968.3496   139.0907   0.2062     
968.5020   138.4845   0.2061     
968.6544   138.2407   0.2061     
968.8068   138.1222   0.2061     
968.9592   138.0856   0.2061     
969.1116   138.4689   0.2061     
969.2640   139.0776   0.2062     
969.4164   139.9070   0.2063     
969.5688   141.1939   0.2065     
969.7212   142.4285   0.2067     
969.8736   143.7257   0.2069     
970.0260   144.5721   0.2070     
970.1784   144.2548   0.2070     
970.3308   142.7027   0.2067     
970.4832   140.5163   0.2064     
970.6356   137.8226   0.2060     
970.7880   134.7349   0.2055     
970.9404   131.3951   0.2050     
971.0928   127.8615   0.2045     
971.2452   124.9273   0.2040     
971.3976   122.6260   0.2036     
971.5500   120.5673   0.2033     
971.7024   118.7578   0.2030     
971.8548   116.3200   0.2025     
972.0072   113.7090   0.2021     
972.1596   111.2914   0.2017     
972.3120   109.1726   0.2013     
972.4644   107.7389   0.2010     
972.6168   106.4237   0.2008     
972.7692   104.8294   0.2004     
972.9216   103.4974   0.2002     
973.0740   102.7977   0.2001     
973.2264   102.3618   0.2000     
973.3788   102.4519   0.2000     
973.5312   102.8612   0.2001     
973.6836   103.3315   0.2002     
973.8360   103.8606   0.2003     
973.9884   104.7265   0.2004     
974.1408   105.5981   0.2006     
974.2932   106.9825   0.2009     
974.4456   108.6266   0.2012     
974.5980   110.1919   0.2015     
974.7504   111.7071   0.2017     
974.9028   112.8913   0.2019     
975.0552   113.0452   0.2020     
975.2076   112.6060   0.2019     
975.3600   111.8740   0.2018     
975.5124   112.2227   0.2018     
975.6648   112.3513   0.2018     
975.8172   118.8155   0.2030     
975.9696   125.7548   0.2041     
976.1220   131.8503   0.2051     
976.2744   132.9644   0.2053     
976.4268   132.9651   0.2053     
976.5792   133.4154   0.2053     
976.7316   134.2183   0.2055     
976.8840   134.8868   0.2056     
977.0364   135.2569   0.2056     
977.1888   134.8466   0.2056     
977.3412   133.8478   0.2054     
977.4936   132.6918   0.2052     
977.6460   131.3853   0.2050     
977.7984   130.1099   0.2048     
977.9508   129.1808   0.2047     
978.1032   128.7285   0.2046     
978.2556   128.6578   0.2046     
978.4080   128.8127   0.2046     
978.5604   129.2249   0.2047     
978.7128   129.8892   0.2048     
978.8652   130.8020   0.2049     
979.0176   132.1727   0.2052     
979.1700   133.7932   0.2054     
979.3224   135.3241   0.2056     
979.4748   136.8463   0.2059     
979.6272   138.1466   0.2061     
979.7796   139.2057   0.2062     
979.9320   140.2255   0.2064     
980.0844   141.6973   0.2066     
980.2368   143.5821   0.2069     
980.3892   145.8828   0.2072     
980.5416   148.4135   0.2075     
980.6940   150.7757   0.2079     
980.8464   153.2375   0.2082     
980.9988   155.3525   0.2085     
981.1512   157.0384   0.2087     
981.3036   158.4038   0.2089     
981.4560   159.4447   0.2090     
981.6084   160.5420   0.2092     
981.7608   161.9137   0.2094     
981.9132   163.0196   0.2095     
982.0656   164.1153   0.2096     
982.2180   165.4105   0.2098     
982.3704   166.8284   0.2100     
982.5228   168.3997   0.2102     
982.6752   170.2506   0.2104     
982.8276   171.9691   0.2106     
982.9800   173.7599   0.2108     
983.1324   175.9266   0.2111     
983.2848   178.4286   0.2114     
983.4372   181.0016   0.2117     
983.5896   183.7933   0.2120     
983.7420   186.2621   0.2123     
983.8944   188.2804   0.2125     
984.0468   189.7122   0.2127     
984.1992   190.7831   0.2128     
984.3516   191.9638   0.2130     
984.5040   192.9512   0.2131     
984.6564   193.6816   0.2131     
984.8088   194.1081   0.2132     
984.9612   194.3564   0.2132     
985.1136   194.8225   0.2133     
985.2660   195.1824   0.2133     
985.4184   194.9929   0.2133     
985.5708   194.3492   0.2132     
985.7232   191.9050   0.2130     
985.8756   188.6390   0.2126     
986.0280   184.5773   0.2121     
986.1804   180.4994   0.2117     
986.3328   178.8384   0.2115     
986.4852   178.5264   0.2114     
986.6376   179.1180   0.2115     
986.7900   179.6027   0.2115     
986.9424   179.4874   0.2115     
987.0948   178.6315   0.2114     
987.2472   179.9632   0.2116     
987.3996   183.2324   0.2120     
987.5520   187.3714   0.2124     
987.7044   192.0163   0.2130     
987.8568   193.5220   0.2131     
988.0092   196.5647   0.2135     
988.1616   200.1658   0.2139     
988.3140   203.8378   0.2142     
988.4664   206.9311   0.2146     
988.6188   205.9019   0.2145     
988.7712   202.9865   0.2142     
988.9236   200.8413   0.2139     
989.0760   199.6178   0.2138     
989.2284   199.0203   0.2137     
989.3808   198.9192   0.2137     
989.5332   199.5841   0.2138     
989.6856   199.9820   0.2138     
989.8380   199.3622   0.2138     
989.9904   198.9217   0.2137     
990.1428   197.9907   0.2136     
990.2952   196.3391   0.2134     
990.4476   195.5504   0.2134     
990.6000   194.8274   0.2133     
990.7524   194.1181   0.2132     
990.9048   193.5535   0.2131     
991.0572   193.0575   0.2131     
991.2096   192.5879   0.2130     
991.3620   192.6675   0.2130     
991.5144   192.3926   0.2130     
991.6668   191.3649   0.2129     
991.8192   189.9668   0.2127     
991.9716   188.6329   0.2126     
992.1240   187.4843   0.2125     
992.2764   186.8118   0.2124     
992.4288   187.0990   0.2124     
992.5812   188.0004   0.2125     
992.7336   189.5568   0.2127     
992.8860   192.8300   0.2131     
993.0384   196.9919   0.2135     
993.1908   202.8882   0.2141     
993.3432   211.4431   0.2150     
993.4956   220.7977   0.2160     
993.6480   228.1010   0.2167     
993.8004   229.4725   0.2168     
993.9528   225.2318   0.2164     
994.1052   220.8437   0.2160     
994.2576   217.1371   0.2156     
994.4100   214.2256   0.2153     
994.5624   211.5200   0.2150     
994.7148   209.4727   0.2148     
994.8672   206.2894   0.2145     
995.0196   202.0744   0.2141     
995.1720   197.8876   0.2136     
995.3244   195.1565   0.2133     
995.4768   193.2818   0.2131     
995.6292   192.6715   0.2130     
995.7816   192.9926   0.2131     
995.9340   193.1927   0.2131     
996.0864   193.4595   0.2131     
996.2388   194.0244   0.2132     
996.3912   195.0813   0.2133     
996.5436   195.0899   0.2133     
996.6960   193.4073   0.2131     
996.8484   190.6340   0.2128     
997.0008   187.1621   0.2124     
997.1532   183.1970   0.2120     
997.3056   183.4493   0.2120     
997.4580   185.1683   0.2122     
997.6104   188.2894   0.2125     
997.7628   192.2489   0.2130     
997.9152   196.4695   0.2135     
998.0676   200.2990   0.2139     
998.2200   202.9903   0.2142     
998.3724   204.8376   0.2143     
998.5248   206.3136   0.2145     
998.6772   207.3519   0.2146     
998.8296   208.3862   0.2147     
998.9820   209.9106   0.2149     
999.1344   211.2737   0.2150     
999.2868   212.3273   0.2151     
999.4392   213.3344   0.2152     
999.5916   213.7156   0.2153     
999.7440   213.4099   0.2152     
999.8964   212.1890   0.2151     
1000.0488  210.8708   0.2150     
1000.2012  210.2914   0.2149     
1000.3536  211.4684   0.2150     
1000.5060  214.0995   0.2153     
1000.6584  217.4473   0.2156     
1000.8108  221.1767   0.2160     
1000.9632  225.0083   0.2164     
1001.1156  229.2806   0.2168     
1001.2680  233.6837   0.2172     
1001.4204  238.5565   0.2176     
1001.5728  243.6174   0.2181     
1001.7252  248.6044   0.2185     
1001.8776  254.6033   0.2191     
1002.0300  260.3745   0.2196     
1002.1824  265.0542   0.2199     
1002.3348  268.3922   0.2202     
1002.4872  269.7581   0.2203     
1002.6396  270.2124   0.2204     
1002.7920  271.4911   0.2205     
1002.9444  272.4482   0.2206     
1003.0968  272.7150   0.2206     
1003.2492  275.7564   0.2208     
1003.4016  279.9409   0.2211     
1003.5540  293.0591   0.2222     
1003.7064  305.4933   0.2231     
1003.8588  310.6286   0.2235     
1004.0112  307.7538   0.2233     
1004.1636  300.8344   0.2227     
1004.3160  293.4618   0.2222     
1004.4684  288.4872   0.2218     
1004.6208  285.5525   0.2216     
1004.7732  283.0362   0.2214     
1004.9256  282.3164   0.2213     
1005.0780  283.2991   0.2214     
1005.2304  284.6715   0.2215     
1005.3828  287.4506   0.2217     
1005.5352  287.8918   0.2218     
1005.6876  289.1913   0.2219     
1005.8400  276.5194   0.2209     
1005.9924  263.6330   0.2198     
1006.1448  253.2705   0.2189     
1006.2972  252.6236   0.2189     
1006.4496  254.1555   0.2190     
1006.6020  254.8898   0.2191     
1006.7544  254.5649   0.2191     
1006.9068  253.0246   0.2189     
1007.0592  251.0868   0.2188     
1007.2116  250.4290   0.2187     
1007.3640  251.1390   0.2188     
1007.5164  252.1857   0.2189     
1007.6688  252.3837   0.2189     
1007.8212  251.5945   0.2188     
1007.9736  250.0675   0.2187     
1008.1260  248.6219   0.2185     
1008.2784  247.8646   0.2185     
1008.4308  247.2623   0.2184     
1008.5832  247.0607   0.2184     
1008.7356  247.2365   0.2184     
1008.8880  246.7175   0.2184     
1009.0404  245.2910   0.2182     
1009.1928  243.1382   0.2181     
1009.3452  240.3005   0.2178     
1009.4976  237.6301   0.2176     
1009.6500  235.0205   0.2173     
1009.8024  233.1325   0.2171     
1009.9548  231.4517   0.2170     
1010.1072  229.8259   0.2168     
1010.2596  228.0787   0.2167     
1010.4120  225.9663   0.2165     
1010.5644  223.8342   0.2163     
1010.7168  221.6082   0.2160     
1010.8692  219.5800   0.2158     
1011.0216  218.2549   0.2157     
1011.1740  217.2620   0.2156     
1011.3264  216.2336   0.2155     
1011.4788  215.2074   0.2154     
1011.6312  213.5029   0.2152     
1011.7836  211.3403   0.2150     
1011.9360  209.2977   0.2148     
1012.0884  207.2355   0.2146     
1012.2408  205.5580   0.2144     
1012.3932  204.2537   0.2143     
1012.5456  202.7841   0.2141     
1012.6980  201.3105   0.2140     
1012.8504  199.9299   0.2138     
1013.0028  198.2637   0.2136     
1013.1552  196.0473   0.2134     
1013.3076  193.6868   0.2131     
1013.4600  191.3680   0.2129     
1013.6124  188.8293   0.2126     
1013.7648  186.6765   0.2124     
1013.9172  185.0766   0.2122     
1014.0696  184.1423   0.2121     
1014.2220  183.6401   0.2120     
1014.3744  183.3622   0.2120     
1014.5268  183.2247   0.2120     
1014.6792  183.3604   0.2120     
1014.8316  183.7179   0.2120     
1014.9840  183.9952   0.2121     
1015.1364  183.9332   0.2120     
1015.2888  184.6355   0.2121     
1015.4412  186.4379   0.2123     
1015.5936  189.0617   0.2126     
1015.7460  192.8605   0.2131     
1015.8984  196.4413   0.2135     
1016.0508  199.3273   0.2138     
1016.2032  201.1540   0.2140     
1016.3556  201.6065   0.2140     
1016.5080  202.0596   0.2141     
1016.6604  202.3297   0.2141     
1016.8128  203.5074   0.2142     
1016.9652  204.9154   0.2144     
1017.1176  206.3458   0.2145     
1017.2700  205.9468   0.2145     
1017.4224  204.5369   0.2143     
1017.5748  202.4032   0.2141     
1017.7272  200.4463   0.2139     
1017.8796  202.3915   0.2141     
1018.0320  203.2136   0.2142     
1018.1844  203.4353   0.2142     
1018.3368  203.3574   0.2142     
1018.4892  203.8585   0.2142     
1018.6416  208.0600   0.2147     
1018.7940  213.8491   0.2153     
1018.9464  219.2542   0.2158     
1019.0988  223.6042   0.2162     
1019.2512  227.0989   0.2166     
1019.4036  230.8851   0.2169     
1019.5560  234.7928   0.2173     
1019.7084  240.1048   0.2178     
1019.8608  249.2509   0.2186     
1020.0132  261.7054   0.2197     
1020.1656  277.6679   0.2210     
1020.3180  296.8396   0.2225     
1020.4704  313.8243   0.2237     
1020.6228  323.9466   0.2244     
1020.7752  330.2386   0.2248     
1020.9276  332.7308   0.2250     
1021.0800  335.5797   0.2252     
1021.2324  337.6842   0.2253     
1021.3848  338.6366   0.2254     
1021.5372  339.9977   0.2255     
1021.6896  342.4428   0.2257     
1021.8420  344.9829   0.2258     
1021.9944  347.6860   0.2260     
1022.1468  350.9069   0.2262     
1022.2992  354.9295   0.2265     
1022.4516  358.1457   0.2267     
1022.6040  361.8303   0.2269     
1022.7564  365.6285   0.2271     
1022.9088  366.7571   0.2272     
1023.0612  365.2050   0.2271     
1023.2136  360.1891   0.2268     
1023.3660  350.4032   0.2262     
1023.5184  338.7055   0.2254     
1023.6708  330.5389   0.2249     
1023.8232  330.2924   0.2248     
1023.9756  331.4165   0.2249     
1024.1280  331.6005   0.2249     
1024.2804  330.2708   0.2248     
1024.4328  327.8623   0.2247     
1024.5852  327.0962   0.2246     
1024.7376  326.8336   0.2246     
1024.8900  328.5793   0.2247     
1025.0424  331.0956   0.2249     
1025.1948  333.0061   0.2250     
1025.3472  333.2149   0.2250     
1025.4996  333.0555   0.2250     
1025.6520  331.5423   0.2249     
1025.8044  329.4998   0.2248     
1025.9568  327.0845   0.2246     
1026.1092  323.9130   0.2244     
1026.2616  320.4978   0.2242     
1026.4140  316.7564   0.2239     
1026.5664  312.9658   0.2236     
1026.7188  309.0575   0.2233     
1026.8712  305.0306   0.2231     
1027.0236  301.2207   0.2228     
1027.1760  297.8938   0.2225     
1027.3284  295.2894   0.2223     
1027.4808  292.9622   0.2222     
1027.6332  290.7829   0.2220     
1027.7856  289.3502   0.2219     
1027.9380  287.9577   0.2218     
1028.0904  286.2803   0.2216     
1028.2428  283.4495   0.2214     
1028.3952  280.1268   0.2212     
1028.5476  276.1812   0.2209     
1028.7000  271.1857   0.2204     
1028.8524  265.1799   0.2200     
1029.0048  266.8479   0.2201     
1029.1572  268.2822   0.2202     
1029.3096  272.5679   0.2206     
1029.4620  272.7410   0.2206     
1029.6144  269.4807   0.2203     
1029.7668  268.3913   0.2202     
1029.9192  268.5604   0.2202     
1030.0716  264.8585   0.2199     
1030.2240  279.7409   0.2211     
1030.3764  284.9806   0.2215     
1030.5288  298.8331   0.2226     
1030.6812  321.7075   0.2242     
1030.8336  328.5510   0.2247     
1030.9860  333.5726   0.2251     
1031.1384  328.0944   0.2247     
1031.2908  352.3898   0.2263     
1031.4432  359.4098   0.2267     
1031.5956  371.1873   0.2275     
1031.7480  386.6972   0.2284     
1031.9004  365.6122   0.2271     
1032.0528  427.7350   0.2307     
1032.2052  518.9104   0.2352     
1032.3576  567.0895   0.2373     
1032.5100  640.6531   0.2402     
1032.6624  686.2294   0.2419     
1032.8148  723.6301   0.2432     
1032.9672  721.2283   0.2431     
1033.1196  699.0855   0.2424     
1033.2720  664.8087   0.2411     
1033.4244  645.0804   0.2404     
1033.5768  618.8314   0.2394     
1033.7292  621.7930   0.2395     
1033.8816  667.5152   0.2412     
1034.0340  730.5441   0.2434     
1034.1864  722.1844   0.2431     
1034.3388  733.6517   0.2435     
1034.4912  750.6578   0.2441     
1034.6436  756.8568   0.2443     
1034.7960  793.5751   0.2454     
1034.9484  879.6710   0.2480     
1035.1008  947.9150   0.2498     
1035.2532  987.3824   0.2509     
1035.4056  992.1898   0.2510     
1035.5580  962.2332   0.2502     
1035.7104  953.0182   0.2500     
1035.8628  953.0944   0.2500     
1036.0152  959.5494   0.2501     
1036.1676  966.7542   0.2503     
1036.3200  968.2017   0.2504     
1036.4724  961.0604   0.2502     
1036.6248  950.4828   0.2499     
1036.7772  942.8904   0.2497     
1036.9296  939.0366   0.2496     
1037.0820  936.9586   0.2496     
1037.2344  932.2553   0.2494     
1037.3868  932.7911   0.2494     
1037.5392  939.9260   0.2496     
1037.6916  955.0895   0.2500     
1037.8440  974.2300   0.2505     
1037.9964  996.1572   0.2511     
1038.1488  1013.8253  0.2515     
1038.3012  1026.5814  0.2518     
1038.4536  1038.8715  0.2521     
1038.6060  1048.8950  0.2524     
1038.7584  1057.7896  0.2526     
1038.9108  1068.1760  0.2528     
1039.0632  1078.2556  0.2531     
1039.2156  1088.8662  0.2533     
1039.3680  1101.4808  0.2536     
1039.5204  1114.3457  0.2539     
1039.6728  1125.8533  0.2542     
1039.8252  1134.0156  0.2544     
1039.9776  1138.0660  0.2545     
1040.1300  1137.2280  0.2544     
1040.2824  1136.9470  0.2544     
1040.4348  1136.0698  0.2544     
1040.5872  1136.5557  0.2544     
1040.7396  1134.0594  0.2544     
1040.8920  1126.1028  0.2542     
1041.0444  1111.9653  0.2539     
1041.1968  1093.7263  0.2534     
1041.3492  1076.5226  0.2530     
1041.5016  1059.9753  0.2527     
1041.6540  1046.8832  0.2523     
1041.8064  1036.8082  0.2521     
1041.9588  1029.2471  0.2519     
1042.1112  1025.6344  0.2518     
1042.2636  1022.4893  0.2517     
1042.4160  1018.5988  0.2516     
1042.5684  1015.6561  0.2516     
1042.7208  1011.7722  0.2515     
1042.8732  1008.3020  0.2514     
1043.0256  1004.7401  0.2513     
1043.1780  1000.8202  0.2512     
1043.3304  996.1454   0.2511     
1043.4828  991.6634   0.2510     
1043.6352  986.9357   0.2509     
1043.7876  983.6451   0.2508     
1043.9400  980.0790   0.2507     
1044.0924  974.9858   0.2505     
1044.2448  968.5854   0.2504     
1044.3972  961.0021   0.2502     
1044.5496  954.3624   0.2500     
1044.7020  948.5291   0.2499     
1044.8544  941.7816   0.2497     
1045.0068  934.9010   0.2495     
1045.1592  928.1072   0.2493     
1045.3116  919.2525   0.2491     
1045.4640  910.1284   0.2488     
1045.6164  900.2954   0.2486     
1045.7688  891.3243   0.2483     
1045.9212  885.9540   0.2482     
1046.0736  885.5009   0.2481     
1046.2260  890.0704   0.2483     
1046.3784  892.6992   0.2483     
1046.5308  889.5803   0.2483     
1046.6832  884.7972   0.2481     
1046.8356  879.0265   0.2480     
1046.9880  876.3976   0.2479     
1047.1404  874.3950   0.2478     
1047.2928  870.3333   0.2477     
1047.4452  860.8351   0.2474     
1047.5976  847.8073   0.2471     
1047.7500  845.0888   0.2470     
1047.9024  848.3013   0.2471     
1048.0548  852.6915   0.2472     
1048.2072  857.5923   0.2474     
1048.3596  848.5447   0.2471     
1048.5120  837.3864   0.2468     
1048.6644  828.5615   0.2465     
1048.8168  821.9863   0.2463     
1048.9692  819.0921   0.2462     
1049.1216  819.8890   0.2462     
1049.2740  820.3047   0.2463     
1049.4264  818.4133   0.2462     
1049.5788  813.8866   0.2461     
1049.7312  805.5497   0.2458     
1049.8836  787.7681   0.2453     
1050.0360  759.3143   0.2444     
1050.1884  726.1868   0.2433     
1050.3408  690.9246   0.2421     
1050.4932  661.8405   0.2410     
1050.6456  645.8547   0.2404     
1050.7980  636.3931   0.2401     
1050.9504  633.0247   0.2400     
1051.1028  631.8893   0.2399     
1051.2552  633.8099   0.2400     
1051.4076  637.5496   0.2401     
1051.5600  638.8608   0.2402     
1051.7124  637.7762   0.2401     
1051.8648  637.4064   0.2401     
1052.0172  642.2914   0.2403     
1052.1696  650.4141   0.2406     
1052.3220  655.8334   0.2408     
1052.4744  652.2085   0.2407     
1052.6268  643.2087   0.2403     
1052.7792  634.8046   0.2400     
1052.9316  624.2008   0.2396     
1053.0840  614.4841   0.2392     
1053.2364  606.4691   0.2389     
1053.3888  598.2393   0.2386     
1053.5412  591.3077   0.2383     
1053.6936  583.6484   0.2380     
1053.8460  572.8969   0.2376     
1053.9984  563.1279   0.2372     
1054.1508  553.1678   0.2367     
1054.3032  547.7986   0.2365     
1054.4556  545.0309   0.2364     
1054.6080  542.0260   0.2363     
1054.7604  536.8135   0.2360     
1054.9128  532.9705   0.2359     
1055.0652  532.1708   0.2358     
1055.2176  534.7878   0.2359     
1055.3700  535.9454   0.2360     
1055.5224  595.1595   0.2385     
1055.6748  570.4429   0.2375     
1055.8272  570.0279   0.2375     
1055.9796  617.0170   0.2393     
1056.1320  634.9780   0.2400     
1056.2844  654.8752   0.2408     
1056.4368  670.2220   0.2413     
1056.5892  680.4473   0.2417     
1056.7416  668.3269   0.2413     
1056.8940  657.8735   0.2409     
1057.0464  647.9391   0.2405     
1057.1988  639.9662   0.2402     
1057.3512  632.1048   0.2399     
1057.5036  621.4674   0.2395     
1057.6560  596.4256   0.2385     
1057.8084  534.5437   0.2359     
1057.9608  554.0652   0.2368     
1058.1132  552.5746   0.2367     
1058.2656  549.2212   0.2366     
1058.4180  549.6149   0.2366     
1058.5704  552.7892   0.2367     
1058.7228  559.1416   0.2370     
1058.8752  566.9113   0.2373     
1059.0276  558.1961   0.2370     
1059.1800  548.0699   0.2365     
1059.3324  532.2673   0.2358     
1059.4848  518.9995   0.2352     
1059.6372  514.0950   0.2350     
1059.7896  499.7839   0.2344     
1059.9420  496.3266   0.2342     
1060.0944  492.3905   0.2340     
1060.2468  456.0252   0.2322     
1060.3992  429.7520   0.2308     
1060.5516  378.0656   0.2279     
1060.7040  343.9212   0.2258     
1060.8564  342.4329   0.2257     
1061.0088  332.7896   0.2250     
1061.1612  335.6624   0.2252     
1061.3136  313.3590   0.2237     
1061.4660  304.8544   0.2230     
1061.6184  295.8076   0.2224     
1061.7708  281.7754   0.2213     
1061.9232  281.9081   0.2213     
1062.0756  232.7774   0.2171     
1062.2280  185.9044   0.2123     
1062.3804  165.3340   0.2098     
1062.5328  136.0031   0.2057     
1062.6852  116.1440   0.2025     
1062.8376  104.9643   0.2005     
1062.9900  103.2663   0.2001     
1063.1424  104.1493   0.2003     
1063.2948  109.1327   0.2013     
1063.4472  110.7212   0.2015     
1063.5996  107.0402   0.2009     
1063.7520  100.6948   0.1996     
1063.9044  91.7561    0.1978     
1064.0568  81.4931    0.1955     
1064.2092  84.9752    0.1963     
1064.3616  83.6485    0.1960     
1064.5140  80.3231    0.1952     
1064.6664  82.4326    0.1957     
1064.8188  75.8283    0.1941     
1064.9712  66.4474    0.1915     
1065.1236  61.2122    0.1899     
1065.2760  57.9674    0.1889     
1065.4284  56.9063    0.1886     
1065.5808  56.8438    0.1885     
1065.7332  55.9442    0.1882     
1065.8856  55.3923    0.1880     
1066.0380  54.4000    0.1877     
1066.1904  53.0325    0.1872     
1066.3428  52.1608    0.1869     
1066.4952  50.3039    0.1862     
1066.6476  50.6345    0.1864     
1066.8000  50.7513    0.1864     
1066.9524  51.1479    0.1866     
1067.1048  51.5648    0.1867     
1067.2572  51.8081    0.1868     
1067.4096  52.0207    0.1869     
